$STOPPOINT:ID
00753
01341
00494
01099
00628
00488
00151
00717
00995
00486
01086
01234
00605
00107
00980
00619
00733
01872
00248
00020
01388
01862
00767
00629
01222
01104
00813
00637
01357
00491
01631
00253
00582
01284
00379
00103
01184
00672
00209
01051
00655
00542
00552
00861
00596
00886
00989
00005
00426
00116
00272
01123
00346
01014
00165
00851
00764
00266
00560
00144
00649
00566
00935
00634
00885
00288
00004
$SERVICEJOURNEY:ID;FromStopID;ToStopID;DepTime;ArrTime;Distance
00020;00107;5483;942
00020;00980;5483;942
00020;00619;5483;942
00020;00733;5483;942
00020;01872;5483;942
00020;00248;5483;942
00020;00020;0;0
00020;01388;5483;942
00020;01862;5483;942
00020;00767;5483;942
00020;00629;5483;942
00020;01222;5483;942
00020;01104;5483;942
00020;00813;5483;942
00020;00637;5483;942
00020;01357;5483;942
00020;00491;5483;942
00020;01631;5483;942
00020;00253;5483;942
00020;00582;5483;942
00020;01284;5483;942
00020;00379;5483;942
00020;00103;5483;942
00020;01184;5483;942
00020;00672;5483;942
00020;00209;5483;942
00020;01051;5483;942
00020;00655;5483;942
00020;00542;5483;942
00020;00552;5483;942
00020;00861;5483;942
00020;00596;5483;942
00020;00886;5483;942
00020;00989;5483;942
00020;00005;5483;942
00020;00426;5483;942
00020;00116;5483;942
00020;00272;5483;942
00020;01123;5483;942
00020;00346;5483;942
00020;01014;5483;942
00020;00165;5483;942
00020;00851;5483;942
00020;00764;5483;942
00020;00266;5483;942
00020;00560;5483;942
00020;00144;5483;942
00020;00649;5483;942
00020;00566;5483;942
00020;00935;5483;942
00020;00634;5483;942
00020;00885;5483;942
00020;00288;5483;942
00020;00004;5483;942
01388;00753;5483;942
01388;01341;5483;942
01388;00494;5483;942
01388;01099;5483;942
01388;00628;5483;942
01388;00488;5483;942
01388;00151;5483;942
01388;00717;5483;942
01388;00995;5483;942
01388;00486;5483;942
01388;01086;5483;942
01388;01234;5483;942
01388;00605;5483;942
01388;00107;5483;942
01388;00980;5483;942
01388;00619;5483;942
01388;00733;5483;942
01388;01872;5483;942
01388;00248;5483;942
01388;00020;5483;942
01388;01388;0;0
01388;01862;5483;942
01388;00767;5483;942
01388;00629;5483;942
01388;01222;5483;942
01388;01104;5483;942
01388;00813;5483;942
01388;00637;5483;942
01388;01357;5483;942
01388;00491;5483;942
01388;01631;5483;942
01388;00253;5483;942
01388;00582;5483;942
01388;01284;5483;942
01388;00379;5483;942
01388;00103;5483;942
01388;01184;5483;942
01388;00672;5483;942
01388;00209;5483;942
01388;01051;5483;942
01388;00655;5483;942
01388;00542;5483;942
01388;00552;5483;942
01388;00861;5483;942
01388;00596;5483;942
01388;00886;5483;942
01388;00989;5483;942
01388;00005;5483;942
01388;00116;5483;942
01388;00272;5483;942
01388;01123;5483;942
01388;00346;5483;942
01388;01014;5483;942
01388;00165;5483;942
01388;00851;5483;942
01388;00764;5483;942
01388;00266;5483;942
01388;00560;5483;942
01388;00144;5483;942
01388;00649;5483;942
01388;00566;5483;942
01388;00935;5483;942
01388;00634;5483;942
01388;00885;5483;942
01388;00288;5483;942
01862;00753;5483;942
01862;01341;5483;942
01862;00494;5483;942
01862;01099;5483;942
01862;00628;5483;942
01862;00488;5483;942
01862;00151;5483;942
01862;00717;5483;942
01862;00995;5483;942
01862;00486;5483;942
01862;01086;5483;942
01862;01234;5483;942
01862;00605;5483;942
01862;00107;5483;942
01862;00980;5483;942
01862;00619;5483;942
01862;00733;5483;942
01862;01872;5483;942
01862;00248;5483;942
01862;00020;5483;942
01862;01388;5483;942
01862;01862;0;0
01862;00767;5483;942
01862;00629;5483;942
01862;01222;5483;942
01862;01104;5483;942
01862;00813;5483;942
01862;00637;5483;942
01862;01357;5483;942
01862;00491;5483;942
01862;01631;5483;942
01862;00253;5483;942
01862;00582;5483;942
01862;01284;5483;942
01862;00379;5483;942
01862;00103;5483;942
01862;01184;5483;942
01862;00672;5483;942
01862;00209;5483;942
01862;01051;5483;942
01862;00655;5483;942
01862;00542;5483;942
01862;00552;5483;942
01862;00861;5483;942
01862;00596;5483;942
01862;00886;5483;942
01862;00989;5483;942
01862;00005;5483;942
01862;00426;5483;942
01862;00116;5483;942
01862;00272;5483;942
01862;01123;5483;942
01862;00346;5483;942
01862;01014;5483;942
01862;00165;5483;942
01862;00851;5483;942
01862;00764;5483;942
01862;00266;5483;942
01862;00560;5483;942
01862;00144;5483;942
01862;00649;5483;942
01862;00566;5483;942
01862;00935;5483;942
01862;00634;5483;942
01862;00885;5483;942
01862;00288;5483;942
00767;00753;5483;942
00767;01341;5483;942
00767;00494;5483;942
00767;01099;5483;942
00767;00628;5483;942
00767;00488;5483;942
00767;00151;5483;942
00767;00717;5483;942
00767;00995;5483;942
00767;00486;5483;942
00767;01086;5483;942
00767;00605;5483;942
00767;00980;5483;942
00767;00619;5483;942
00767;00733;5483;942
00767;01872;5483;942
00767;00248;5483;942
00767;00020;5483;942
00767;01388;5483;942
00767;01862;5483;942
00767;00767;0;0
00767;00629;5483;942
00767;01222;5483;942
00767;01104;5483;942
00767;00813;5483;942
00767;00637;5483;942
00767;01357;5483;942
00767;00491;5483;942
00767;01631;5483;942
00767;00253;5483;942
00767;00582;5483;942
00767;01284;5483;942
00767;00379;5483;942
00767;00103;5483;942
00767;01184;5483;942
00767;00672;5483;942
00767;00209;5483;942
00767;01051;5483;942
00767;00655;5483;942
00767;00542;5483;942
00767;00552;5483;942
00767;00861;5483;942
00767;00596;5483;942
00767;00886;5483;942
00767;00989;5483;942
00767;00005;5483;942
00767;00426;5483;942
00767;00116;5483;942
00767;00272;5483;942
00767;01123;5483;942
00767;00346;5483;942
00767;01014;5483;942
00767;00165;5483;942
00767;00851;5483;942
00767;00266;5483;942
00767;00560;5483;942
00767;00144;5483;942
00767;00649;5483;942
00767;00566;5483;942
00767;00935;5483;942
00767;00634;5483;942
00767;00885;5483;942
00767;00288;5483;942
00629;00753;5483;942
00629;01341;5483;942
00629;00494;5483;942
00629;01099;5483;942
00629;00628;5483;942
00629;00488;5483;942
00629;00151;5483;942
00629;00717;5483;942
00629;00995;5483;942
00629;01086;5483;942
00629;01234;5483;942
00629;00605;5483;942
00629;00107;5483;942
00629;00980;5483;942
00629;00619;5483;942
00629;00733;5483;942
00629;01872;5483;942
00629;00248;5483;942
00629;00020;5483;942
00629;01388;5483;942
00629;01862;5483;942
00629;00767;5483;942
00629;00629;0;0
00629;01222;5483;942
00629;01104;5483;942
00629;00813;5483;942
00629;00637;5483;942
00629;01357;5483;942
00629;00491;5483;942
00629;01631;5483;942
00629;00253;5483;942
00629;00582;5483;942
00629;01284;5483;942
00629;00379;5483;942
00629;00103;5483;942
00629;01184;5483;942
00629;00672;5483;942
00629;00209;5483;942
00629;01051;5483;942
00629;00655;5483;942
00629;00542;5483;942
00629;00552;5483;942
00629;00861;5483;942
00629;00596;5483;942
00629;00886;5483;942
00629;00989;5483;942
00629;00005;5483;942
00629;00426;5483;942
00629;00116;5483;942
00629;00272;5483;942
00629;01123;5483;942
00629;01014;5483;942
00629;00165;5483;942
00629;00851;5483;942
00629;00764;5483;942
00629;00266;5483;942
00629;00560;5483;942
00629;00144;5483;942
00629;00566;5483;942
00629;00634;5483;942
00629;00885;5483;942
00629;00288;5483;942
01222;00753;5483;942
01222;01341;5483;942
01222;00494;5483;942
01222;01099;5483;942
01222;00628;5483;942
01222;00488;5483;942
01222;00151;5483;942
01222;00717;5483;942
01222;00995;5483;942
01222;00486;5483;942
01222;01086;5483;942
01222;01234;5483;942
01222;00605;5483;942
01222;00107;5483;942
01222;00980;5483;942
01222;00619;5483;942
01222;00733;5483;942
01222;01872;5483;942
01222;00248;5483;942
01222;00020;5483;942
01222;01388;5483;942
01222;01862;5483;942
01222;00767;5483;942
01222;00629;5483;942
01222;01222;0;0
01222;01104;5483;942
01222;00813;5483;942
01222;00637;5483;942
01222;01357;5483;942
01222;00491;5483;942
01222;01631;5483;942
01222;00253;5483;942
01222;00582;5483;942
01222;01284;5483;942
01222;00379;5483;942
01222;00103;5483;942
01222;01184;5483;942
01222;00209;5483;942
01222;01051;5483;942
01222;00655;5483;942
01222;00542;5483;942
01222;00552;5483;942
01222;00861;5483;942
01222;00596;5483;942
01222;00886;5483;942
01222;00989;5483;942
01222;00005;5483;942
01222;00426;5483;942
01222;00116;5483;942
01222;00272;5483;942
01222;01123;5483;942
01222;00346;5483;942
01222;01014;5483;942
01222;00165;5483;942
01222;00851;5483;942
01222;00764;5483;942
01222;00266;5483;942
01222;00560;5483;942
01222;00144;5483;942
01222;00649;5483;942
01222;00566;5483;942
01222;00935;5483;942
01222;00634;5483;942
01222;00885;5483;942
01222;00288;5483;942
01104;00753;5483;942
01104;01341;5483;942
01104;00494;5483;942
01104;01099;5483;942
01104;00628;5483;942
01104;00488;5483;942
01104;00717;5483;942
01104;00995;5483;942
01104;00486;5483;942
01104;01086;5483;942
01104;01234;5483;942
01104;00605;5483;942
01104;00107;5483;942
01104;00980;5483;942
01104;00619;5483;942
01104;00733;5483;942
01104;01872;5483;942
01104;00248;5483;942
01104;00020;5483;942
01104;01388;5483;942
01104;01862;5483;942
01104;00767;5483;942
01104;00629;5483;942
01104;01222;5483;942
01104;01104;0;0
01104;00813;5483;942
01104;00637;5483;942
01104;01357;5483;942
01104;00491;5483;942
01104;01631;5483;942
01104;00253;5483;942
01104;00582;5483;942
01104;01284;5483;942
01104;00379;5483;942
01104;00103;5483;942
01104;01184;5483;942
01104;00672;5483;942
01104;00209;5483;942
01104;01051;5483;942
01104;00655;5483;942
01104;00542;5483;942
01104;00552;5483;942
01104;00861;5483;942
01104;00596;5483;942
01104;00886;5483;942
01104;00989;5483;942
01104;00005;5483;942
01104;00426;5483;942
01104;00116;5483;942
01104;00272;5483;942
01104;01123;5483;942
01104;00346;5483;942
01104;01014;5483;942
01104;00165;5483;942
01104;00851;5483;942
01104;00764;5483;942
01104;00266;5483;942
01104;00560;5483;942
01104;00144;5483;942
01104;00649;5483;942
01104;00566;5483;942
01104;00935;5483;942
01104;00634;5483;942
01104;00885;5483;942
01104;00288;5483;942
01104;00004;5483;942
00813;00753;5483;942
00813;01341;5483;942
00813;00494;5483;942
00813;01099;5483;942
00813;00628;5483;942
00813;00488;5483;942
00813;00151;5483;942
00813;00717;5483;942
00813;00995;5483;942
00813;00486;5483;942
00813;01086;5483;942
00813;01234;5483;942
00813;00605;5483;942
00813;00107;5483;942
00813;00980;5483;942
00813;00619;5483;942
00813;00733;5483;942
00813;01872;5483;942
00813;00248;5483;942
00813;00020;5483;942
00813;01388;5483;942
00813;01862;5483;942
00813;00767;5483;942
00813;00629;5483;942
00813;01222;5483;942
00813;01104;5483;942
00813;00813;0;0
00813;00637;5483;942
00813;01357;5483;942
00813;00491;5483;942
00813;01631;5483;942
00813;00253;5483;942
00813;00582;5483;942
00813;01284;5483;942
00813;00379;5483;942
00813;00103;5483;942
00813;01184;5483;942
00813;00672;5483;942
00813;00209;5483;942
00813;01051;5483;942
00813;00655;5483;942
00813;00542;5483;942
00813;00552;5483;942
00813;00861;5483;942
00813;00596;5483;942
00813;00886;5483;942
00813;00989;5483;942
00813;00005;5483;942
00813;00426;5483;942
00813;00116;5483;942
00813;00272;5483;942
00813;01123;5483;942
00813;00346;5483;942
00813;01014;5483;942
00813;00165;5483;942
00813;00851;5483;942
00813;00266;5483;942
00813;00560;5483;942
00813;00649;5483;942
00813;00566;5483;942
00813;00935;5483;942
00813;00634;5483;942
00813;00885;5483;942
00813;00288;5483;942
00637;00753;5483;942
00637;01341;5483;942
00637;00494;5483;942
00637;01099;5483;942
00637;00628;5483;942
00637;00488;5483;942
00637;00151;5483;942
00637;00717;5483;942
00637;00995;5483;942
00637;00486;5483;942
00637;01086;5483;942
00637;01234;5483;942
00637;00605;5483;942
00637;00107;5483;942
00637;00980;5483;942
00637;00619;5483;942
00637;00733;5483;942
00637;01872;5483;942
00637;00248;5483;942
00637;00020;5483;942
00637;01388;5483;942
00637;01862;5483;942
00637;00767;5483;942
00637;00629;5483;942
00637;01222;5483;942
00637;01104;5483;942
00637;00813;5483;942
00637;00637;0;0
00637;01357;5483;942
00637;00491;5483;942
00637;01631;5483;942
00637;00253;5483;942
00637;00582;5483;942
00637;01284;5483;942
00637;00379;5483;942
00637;00103;5483;942
00637;01184;5483;942
00637;00672;5483;942
00637;00209;5483;942
00637;01051;5483;942
00637;00655;5483;942
00637;00542;5483;942
00637;00552;5483;942
00637;00861;5483;942
00637;00596;5483;942
00637;00886;5483;942
00637;00989;5483;942
00637;00005;5483;942
00637;00426;5483;942
00637;00116;5483;942
00637;00272;5483;942
00637;01123;5483;942
00637;00346;5483;942
00637;01014;5483;942
00637;00165;5483;942
00637;00851;5483;942
00637;00764;5483;942
00637;00266;5483;942
00637;00560;5483;942
00637;00144;5483;942
00637;00649;5483;942
00637;00566;5483;942
00637;00935;5483;942
00637;00634;5483;942
00637;00885;5483;942
00637;00288;5483;942
01357;00753;5483;942
01357;01341;5483;942
01357;00494;5483;942
01357;01099;5483;942
01357;00628;5483;942
01357;00488;5483;942
01357;00151;5483;942
01357;00717;5483;942
01357;00995;5483;942
01357;00486;5483;942
01357;01086;5483;942
01357;01234;5483;942
01357;00605;5483;942
01357;00107;5483;942
01357;00980;5483;942
01357;00619;5483;942
01357;00733;5483;942
01357;01872;5483;942
01357;00248;5483;942
01357;00020;5483;942
01357;01388;5483;942
01357;01862;5483;942
01357;00767;5483;942
01357;00629;5483;942
01357;01222;5483;942
01357;01104;5483;942
01357;00813;5483;942
01357;00637;5483;942
01357;01357;0;0
01357;00491;5483;942
01357;01631;5483;942
01357;00253;5483;942
01357;00582;5483;942
01357;01284;5483;942
01357;00379;5483;942
01357;00103;5483;942
01357;01184;5483;942
01357;00672;5483;942
01357;00209;5483;942
01357;01051;5483;942
01357;00655;5483;942
01357;00542;5483;942
01357;00552;5483;942
01357;00861;5483;942
01357;00596;5483;942
01357;00886;5483;942
01357;00989;5483;942
01357;00005;5483;942
01357;00426;5483;942
01357;00116;5483;942
01357;00272;5483;942
01357;01123;5483;942
01357;00346;5483;942
01357;01014;5483;942
01357;00165;5483;942
01357;00851;5483;942
01357;00764;5483;942
01357;00266;5483;942
01357;00560;5483;942
01357;00144;5483;942
01357;00649;5483;942
01357;00566;5483;942
01357;00935;5483;942
01357;00634;5483;942
01357;00885;5483;942
01357;00288;5483;942
00491;01341;5483;942
00491;00494;5483;942
00491;01099;5483;942
00491;00628;5483;942
00491;00488;5483;942
00491;00151;5483;942
00491;00717;5483;942
00491;00995;5483;942
00491;00486;5483;942
00491;01086;5483;942
00491;01234;5483;942
00491;00605;5483;942
00491;00107;5483;942
00491;00980;5483;942
00491;00619;5483;942
00491;00733;5483;942
00491;01872;5483;942
00491;00248;5483;942
00491;00020;5483;942
00491;01388;5483;942
00491;01862;5483;942
00491;00767;5483;942
00491;00629;5483;942
00491;01222;5483;942
00491;01104;5483;942
00491;00813;5483;942
00491;00637;5483;942
00491;01357;5483;942
00491;00491;0;0
00491;01631;5483;942
00491;00253;5483;942
00491;00582;5483;942
00491;01284;5483;942
00491;00379;5483;942
00491;00103;5483;942
00491;01184;5483;942
00491;00672;5483;942
00491;00209;5483;942
00491;01051;5483;942
00491;00655;5483;942
00491;00542;5483;942
00491;00552;5483;942
00491;00861;5483;942
00491;00596;5483;942
00491;00886;5483;942
00491;00989;5483;942
00491;00005;5483;942
00491;00426;5483;942
00491;00116;5483;942
00491;00272;5483;942
00491;01123;5483;942
00491;00346;5483;942
00491;01014;5483;942
00491;00165;5483;942
00491;00851;5483;942
00491;00764;5483;942
00491;00266;5483;942
00491;00560;5483;942
00491;00144;5483;942
00491;00649;5483;942
00491;00566;5483;942
00491;00935;5483;942
00491;00634;5483;942
00491;00885;5483;942
00491;00288;5483;942
01631;00753;5483;942
01631;01341;5483;942
01631;00494;5483;942
01631;01099;5483;942
01631;00628;5483;942
01631;00488;5483;942
01631;00151;5483;942
01631;00717;5483;942
01631;00995;5483;942
01631;00486;5483;942
01631;01086;5483;942
01631;01234;5483;942
01631;00605;5483;942
01631;00107;5483;942
01631;00980;5483;942
01631;00619;5483;942
01631;00733;5483;942
01631;01872;5483;942
01631;00248;5483;942
01631;00020;5483;942
01631;01388;5483;942
01631;01862;5483;942
01631;00767;5483;942
01631;00629;5483;942
01631;01222;5483;942
01631;01104;5483;942
01631;00813;5483;942
01631;00637;5483;942
01631;01357;5483;942
01631;00491;5483;942
01631;01631;0;0
01631;00253;5483;942
01631;00582;5483;942
01631;01284;5483;942
01631;00379;5483;942
01631;00103;5483;942
01631;01184;5483;942
01631;00672;5483;942
01631;00209;5483;942
01631;01051;5483;942
01631;00655;5483;942
01631;00542;5483;942
01631;00552;5483;942
01631;00861;5483;942
01631;00596;5483;942
01631;00886;5483;942
01631;00989;5483;942
01631;00005;5483;942
01631;00426;5483;942
01631;00116;5483;942
01631;00272;5483;942
01631;01123;5483;942
01631;00346;5483;942
01631;01014;5483;942
01631;00165;5483;942
01631;00851;5483;942
01631;00764;5483;942
01631;00266;5483;942
01631;00560;5483;942
01631;00144;5483;942
01631;00649;5483;942
01631;00566;5483;942
01631;00935;5483;942
01631;00634;5483;942
01631;00885;5483;942
01631;00288;5483;942
00253;00753;5483;942
00253;01341;5483;942
00253;00494;5483;942
00253;01099;5483;942
00253;00628;5483;942
00253;00488;5483;942
00253;00151;5483;942
00253;00717;5483;942
00253;00995;5483;942
00253;00486;5483;942
00253;01086;5483;942
00253;01234;5483;942
00253;00605;5483;942
00253;00107;5483;942
00253;00980;5483;942
00253;00619;5483;942
00253;00733;5483;942
00253;01872;5483;942
00253;00248;5483;942
00253;00020;5483;942
00253;01388;5483;942
00253;01862;5483;942
00253;00767;5483;942
00253;00629;5483;942
00253;01222;5483;942
00253;01104;5483;942
00253;00813;5483;942
00253;00637;5483;942
00253;01357;5483;942
00253;00491;5483;942
00253;01631;5483;942
00253;00253;0;0
00253;00582;5483;942
00253;01284;5483;942
00253;00379;5483;942
00253;00103;5483;942
00253;01184;5483;942
00253;00672;5483;942
00253;00209;5483;942
00253;01051;5483;942
00253;00655;5483;942
00253;00542;5483;942
00253;00552;5483;942
00253;00861;5483;942
00253;00596;5483;942
00253;00886;5483;942
00253;00989;5483;942
00253;00005;5483;942
00253;00426;5483;942
00253;00116;5483;942
00253;00272;5483;942
00253;01123;5483;942
00253;00346;5483;942
00253;01014;5483;942
00253;00165;5483;942
00253;00851;5483;942
00253;00764;5483;942
00253;00266;5483;942
00253;00560;5483;942
00253;00144;5483;942
00253;00649;5483;942
00253;00566;5483;942
00253;00935;5483;942
00253;00634;5483;942
00253;00885;5483;942
00253;00288;5483;942
00582;00753;5483;942
00582;01341;5483;942
00582;00494;5483;942
00582;01099;5483;942
00582;00628;5483;942
00582;00488;5483;942
00582;00151;5483;942
00582;00717;5483;942
00582;00995;5483;942
00582;00486;5483;942
00582;01086;5483;942
00582;01234;5483;942
00582;00605;5483;942
00582;00107;5483;942
00582;00980;5483;942
00582;00619;5483;942
00582;00733;5483;942
00582;01872;5483;942
00582;00248;5483;942
00582;00020;5483;942
00582;01388;5483;942
00582;01862;5483;942
00582;00767;5483;942
00582;00629;5483;942
00582;01222;5483;942
00582;01104;5483;942
00582;00813;5483;942
00582;00637;5483;942
00582;01357;5483;942
00582;00491;5483;942
00582;01631;5483;942
00582;00253;5483;942
00582;00582;0;0
00582;01284;5483;942
00582;00379;5483;942
00582;00103;5483;942
00582;01184;5483;942
00582;00209;5483;942
00582;01051;5483;942
00582;00655;5483;942
00582;00542;5483;942
00582;00552;5483;942
00582;00861;5483;942
00582;00596;5483;942
00582;00886;5483;942
00582;00989;5483;942
00582;00005;5483;942
00582;00426;5483;942
00582;00116;5483;942
00582;00272;5483;942
00582;01123;5483;942
00582;00346;5483;942
00582;01014;5483;942
00582;00165;5483;942
00582;00851;5483;942
00582;00764;5483;942
00582;00266;5483;942
00582;00560;5483;942
00582;00144;5483;942
00582;00649;5483;942
00582;00566;5483;942
00582;00935;5483;942
00582;00634;5483;942
00582;00885;5483;942
00582;00288;5483;942
01284;00753;5483;942
01284;01341;5483;942
01284;00494;5483;942
01284;01099;5483;942
01284;00628;5483;942
01284;00488;5483;942
01284;00151;5483;942
01284;00717;5483;942
01284;00995;5483;942
01284;00486;5483;942
01284;01086;5483;942
01284;01234;5483;942
01284;00605;5483;942
01284;00107;5483;942
01284;00980;5483;942
01284;00619;5483;942
01284;00733;5483;942
01284;01872;5483;942
01284;00248;5483;942
01284;00020;5483;942
01284;01388;5483;942
01284;01862;5483;942
01284;00767;5483;942
01284;00629;5483;942
01284;01222;5483;942
01284;01104;5483;942
01284;00813;5483;942
01284;00637;5483;942
01284;01357;5483;942
01284;00491;5483;942
01284;01631;5483;942
01284;00253;5483;942
01284;00582;5483;942
01284;01284;0;0
01284;00379;5483;942
01284;00103;5483;942
01284;01184;5483;942
01284;00672;5483;942
01284;00209;5483;942
01284;01051;5483;942
01284;00655;5483;942
01284;00542;5483;942
01284;00552;5483;942
01284;00861;5483;942
01284;00596;5483;942
01284;00886;5483;942
01284;00989;5483;942
01284;00005;5483;942
01284;00116;5483;942
01284;00272;5483;942
01284;01123;5483;942
01284;00346;5483;942
01284;01014;5483;942
01284;00165;5483;942
01284;00851;5483;942
01284;00764;5483;942
01284;00266;5483;942
01284;00560;5483;942
01284;00144;5483;942
01284;00649;5483;942
01284;00566;5483;942
01284;00935;5483;942
01284;00634;5483;942
01284;00885;5483;942
01284;00288;5483;942
00379;00753;5483;942
00379;01341;5483;942
00379;00494;5483;942
00379;01099;5483;942
00379;00628;5483;942
00379;00488;5483;942
00379;00151;5483;942
00379;00717;5483;942
00379;00995;5483;942
00379;00486;5483;942
00379;01086;5483;942
00379;01234;5483;942
00379;00605;5483;942
00379;00107;5483;942
00379;00980;5483;942
00379;00619;5483;942
00379;00733;5483;942
00379;01872;5483;942
00379;00248;5483;942
00379;00020;5483;942
00379;01388;5483;942
00379;01862;5483;942
00379;00767;5483;942
00379;00629;5483;942
00379;01222;5483;942
00379;01104;5483;942
00379;00813;5483;942
00379;00637;5483;942
00379;01357;5483;942
00379;00491;5483;942
00379;01631;5483;942
00379;00253;5483;942
00379;00582;5483;942
00379;01284;5483;942
00379;00379;0;0
00379;00103;5483;942
00379;01184;5483;942
00379;00672;5483;942
00379;00209;5483;942
00379;01051;5483;942
00379;00655;5483;942
00379;00542;5483;942
00379;00552;5483;942
00379;00861;5483;942
00379;00596;5483;942
00379;00886;5483;942
00379;00989;5483;942
00379;00005;5483;942
00379;00426;5483;942
00379;00116;5483;942
00379;00272;5483;942
00379;01123;5483;942
00379;00346;5483;942
00379;01014;5483;942
00379;00165;5483;942
00379;00851;5483;942
00379;00764;5483;942
00379;00266;5483;942
00379;00560;5483;942
00379;00144;5483;942
00379;00649;5483;942
00379;00566;5483;942
00379;00935;5483;942
00379;00634;5483;942
00379;00885;5483;942
00379;00288;5483;942
00103;00753;5483;942
00103;01341;5483;942
00103;00494;5483;942
00103;01099;5483;942
00103;00628;5483;942
00103;00488;5483;942
00103;00151;5483;942
00103;00717;5483;942
00103;00995;5483;942
00103;00486;5483;942
00103;01086;5483;942
00103;01234;5483;942
00103;00605;5483;942
00103;00107;5483;942
00103;00980;5483;942
00103;00619;5483;942
00103;00733;5483;942
00103;01872;5483;942
00103;00248;5483;942
00103;00020;5483;942
00103;01388;5483;942
00103;01862;5483;942
00103;00767;5483;942
00103;00629;5483;942
00103;01222;5483;942
00103;01104;5483;942
00103;00813;5483;942
00103;00637;5483;942
00103;01357;5483;942
00103;00491;5483;942
00103;01631;5483;942
00103;00253;5483;942
00103;00582;5483;942
00103;01284;5483;942
00103;00379;5483;942
00103;00103;0;0
00103;01184;5483;942
00103;00672;5483;942
00103;00209;5483;942
00103;01051;5483;942
00103;00655;5483;942
00103;00542;5483;942
00103;00552;5483;942
00103;00861;5483;942
00103;00596;5483;942
00103;00886;5483;942
00103;00989;5483;942
00103;00005;5483;942
00103;00426;5483;942
00103;00116;5483;942
00103;00272;5483;942
00103;01123;5483;942
00103;00346;5483;942
00103;01014;5483;942
00103;00165;5483;942
00103;00851;5483;942
00103;00764;5483;942
00103;00266;5483;942
00103;00560;5483;942
00103;00144;5483;942
00103;00649;5483;942
00103;00566;5483;942
00103;00935;5483;942
00103;00634;5483;942
00103;00885;5483;942
00103;00288;5483;942
01184;00753;5483;942
01184;01341;5483;942
01184;00494;5483;942
01184;01099;5483;942
01184;00628;5483;942
01184;00488;5483;942
01184;00151;5483;942
01184;00717;5483;942
01184;00995;5483;942
01184;00486;5483;942
01184;01086;5483;942
01184;01234;5483;942
01184;00605;5483;942
01184;00107;5483;942
01184;00980;5483;942
01184;00619;5483;942
01184;00733;5483;942
01184;01872;5483;942
01184;00248;5483;942
01184;00020;5483;942
01184;01388;5483;942
01184;01862;5483;942
01184;00767;5483;942
01184;00629;5483;942
01184;01222;5483;942
01184;01104;5483;942
01184;00813;5483;942
01184;00637;5483;942
01184;01357;5483;942
01184;00491;5483;942
01184;01631;5483;942
01184;00253;5483;942
01184;00582;5483;942
01184;01284;5483;942
01184;00379;5483;942
01184;00103;5483;942
01184;01184;0;0
01184;00672;5483;942
01184;00209;5483;942
01184;01051;5483;942
01184;00655;5483;942
01184;00542;5483;942
01184;00552;5483;942
01184;00861;5483;942
01184;00596;5483;942
01184;00886;5483;942
01184;00989;5483;942
01184;00005;5483;942
01184;00426;5483;942
01184;00116;5483;942
01184;00272;5483;942
01184;01123;5483;942
01184;00346;5483;942
01184;01014;5483;942
01184;00165;5483;942
01184;00851;5483;942
01184;00764;5483;942
01184;00266;5483;942
01184;00560;5483;942
01184;00144;5483;942
01184;00649;5483;942
01184;00566;5483;942
01184;00935;5483;942
01184;00634;5483;942
01184;00885;5483;942
01184;00288;5483;942
00672;00753;5483;942
00672;01341;5483;942
00672;00494;5483;942
00672;01099;5483;942
00672;00628;5483;942
00672;00488;5483;942
00672;00151;5483;942
00672;00486;5483;942
00672;01086;5483;942
00672;01234;5483;942
00672;00605;5483;942
00672;00107;5483;942
00672;00980;5483;942
00672;00619;5483;942
00672;00733;5483;942
00672;01872;5483;942
00672;00248;5483;942
00672;00020;5483;942
00672;01388;5483;942
00672;01862;5483;942
00672;00767;5483;942
00672;00629;5483;942
00672;01104;5483;942
00672;00813;5483;942
00672;00637;5483;942
00672;01357;5483;942
00672;00491;5483;942
00672;01631;5483;942
00672;00253;5483;942
00672;01284;5483;942
00672;00379;5483;942
00672;00103;5483;942
00672;01184;5483;942
00672;00672;0;0
00672;00209;5483;942
00672;01051;5483;942
00672;00655;5483;942
00672;00542;5483;942
00672;00552;5483;942
00672;00861;5483;942
00672;00596;5483;942
00672;00886;5483;942
00672;00989;5483;942
00672;00005;5483;942
00672;00426;5483;942
00672;00116;5483;942
00672;00272;5483;942
00672;01123;5483;942
00672;00346;5483;942
00672;01014;5483;942
00672;00165;5483;942
00672;00851;5483;942
00672;00764;5483;942
00672;00266;5483;942
00672;00560;5483;942
00672;00144;5483;942
00672;00649;5483;942
00672;00566;5483;942
00672;00935;5483;942
00672;00634;5483;942
00672;00885;5483;942
00672;00288;5483;942
00209;00753;5483;942
00209;01341;5483;942
00209;00494;5483;942
00209;01099;5483;942
00209;00628;5483;942
00209;00488;5483;942
00209;00151;5483;942
00209;00717;5483;942
00209;00995;5483;942
00209;00486;5483;942
00209;01086;5483;942
00209;01234;5483;942
00209;00605;5483;942
00209;00107;5483;942
00209;00980;5483;942
00209;00619;5483;942
00209;00733;5483;942
00209;01872;5483;942
00209;00248;5483;942
00209;00020;5483;942
00209;01388;5483;942
00209;01862;5483;942
00209;00767;5483;942
00209;00629;5483;942
00209;01222;5483;942
00209;01104;5483;942
00209;00813;5483;942
