$STOPPOINT:ID
01099
01222
00491
00717
00582
00619
00861
00552
00272
01631
00107
01872
00253
00629
01104
01234
00649
00851
01184
00596
00005
00753
00165
00733
00672
01284
00209
00379
00767
01086
00886
00494
00542
00764
00605
00935
00995
00151
00266
00628
00560
00566
01388
00885
00426
01014
00103
00004
00989
01341
00637
00020
00980
00144
00813
01123
00116
00655
00634
00488
01051
00288
00486
01862
00248
00346
01357
$SERVICEJOURNEY:ID;FromStopID;ToStopID;DepTime;ArrTime;Distance
05046312;00494;01099;000:15:21:00;000:15:43:00;6600
05046369;01099;00494;000:15:30:00;000:15:55:00;7500
05046418;00494;01099;000:15:41:00;000:16:03:00;6600
05046311;01099;00494;000:15:50:00;000:16:15:00;7500
05046368;00494;01099;000:16:01:00;000:16:23:00;6600
05046417;01099;00494;000:16:10:00;000:16:35:00;7500
05046310;00494;01099;000:16:21:00;000:16:43:00;6600
05046363;01099;00494;000:16:30:00;000:16:55:00;7500
05046415;00494;01099;000:16:41:00;000:17:03:00;6600
05177598;01872;00248;000:21:48:00;000:22:07:00;5700
05177599;00248;01872;000:21:55:00;000:22:14:00;5700
05177600;01872;00248;000:22:08:00;000:22:27:00;5700
05177601;00248;01872;000:22:15:00;000:22:34:00;5700
05177602;01872;00248;000:22:28:00;000:22:47:00;5700
05177603;00248;01872;000:22:35:00;000:22:54:00;5700
05177604;01872;00248;000:22:48:00;000:23:07:00;5700
05177605;00248;01872;000:22:55:00;000:23:14:00;5700
05177606;01872;00248;000:23:08:00;000:23:27:00;5700
05177607;00248;01872;000:23:15:00;000:23:34:00;5700
05177608;01872;00248;000:23:28:00;000:23:47:00;5700
05177609;00248;01872;000:23:35:00;000:23:54:00;5700
05177610;01872;00248;000:23:48:00;001:00:07:00;5700
05177611;00248;01872;000:23:55:00;001:00:14:00;5700
05177612;01872;00248;001:00:08:00;001:00:27:00;5700
05439599;00935;01357;000:06:01:00;000:06:18:00;5100
05439612;01357;00935;000:06:04:00;000:06:23:00;5700
05439586;00935;01357;000:06:21:00;000:06:38:00;5100
05439598;01357;00935;000:06:24:00;000:06:43:00;5700
05439660;00935;01357;000:06:41:00;000:06:58:00;5100
05439585;01357;00935;000:06:44:00;000:07:03:00;5700
05439648;00935;01357;000:07:01:00;000:07:18:00;5100
05439659;01357;00935;000:07:04:00;000:07:23:00;5700
05439636;00935;01357;000:07:21:00;000:07:38:00;5100
05439647;01357;00935;000:07:24:00;000:07:43:00;5700
05439624;00935;01357;000:07:41:00;000:07:58:00;5100
05439635;01357;00935;000:07:44:00;000:08:03:00;5700
05439611;00935;01357;000:08:01:00;000:08:18:00;5100
05439623;01357;00935;000:08:04:00;000:08:23:00;5700
05439597;00935;01357;000:08:21:00;000:08:38:00;5100
05439610;01357;00935;000:08:24:00;000:08:43:00;5700
05439584;00935;01357;000:08:41:00;000:08:58:00;5100
05439596;01357;00935;000:08:44:00;000:09:03:00;5700
05439658;00935;01357;000:09:01:00;000:09:18:00;5100
05439583;01357;00935;000:09:04:00;000:09:23:00;5700
05439646;00935;01357;000:09:21:00;000:09:38:00;5100
05439657;01357;00935;000:09:24:00;000:09:43:00;5700
05439634;00935;01357;000:09:41:00;000:09:58:00;5100
05439645;01357;00935;000:09:44:00;000:10:03:00;5700
05439622;00935;01357;000:10:01:00;000:10:18:00;5100
05439633;01357;00935;000:10:04:00;000:10:23:00;5700
05439609;00935;01357;000:10:21:00;000:10:38:00;5100
05439621;01357;00935;000:10:24:00;000:10:43:00;5700
05439595;00935;01357;000:10:41:00;000:10:58:00;5100
05439608;01357;00935;000:10:44:00;000:11:03:00;5700
05439582;00935;01357;000:11:01:00;000:11:18:00;5100
05439594;01357;00935;000:11:04:00;000:11:23:00;5700
05439656;00935;01357;000:11:21:00;000:11:38:00;5100
05439581;01357;00935;000:11:24:00;000:11:43:00;5700
05439644;00935;01357;000:11:41:00;000:11:58:00;5100
05439655;01357;00935;000:11:44:00;000:12:03:00;5700
05439632;00935;01357;000:12:01:00;000:12:19:00;5400
05439643;01357;00935;000:12:02:00;000:12:23:00;6300
05439620;00935;01357;000:12:21:00;000:12:39:00;5400
05439631;01357;00935;000:12:22:00;000:12:43:00;6300
05439607;00935;01357;000:12:41:00;000:12:59:00;5400
05439619;01357;00935;000:12:42:00;000:13:03:00;6300
05439593;00935;01357;000:13:01:00;000:13:19:00;5400
05439606;01357;00935;000:13:02:00;000:13:23:00;6300
05571013;00346;00733;000:20:44:00;000:21:02:00;5400
05571006;00733;00346;000:20:52:00;000:21:11:00;5700
05570994;00346;00733;000:21:04:00;000:21:22:00;5400
05571012;00733;00346;000:21:12:00;000:21:31:00;5700
05570999;00346;00733;000:21:24:00;000:21:42:00;5400
05570993;00733;00346;000:21:32:00;000:21:51:00;5700
05571005;00346;00733;000:21:44:00;000:22:02:00;5400
05570998;00733;00346;000:21:52:00;000:22:11:00;5700
05571011;00346;00733;000:22:04:00;000:22:22:00;5400
05571004;00733;00346;000:22:12:00;000:22:31:00;5700
05570992;00346;00733;000:22:24:00;000:22:42:00;5400
05571010;00733;00346;000:22:32:00;000:22:51:00;5700
05570997;00346;00733;000:22:44:00;000:23:02:00;5400
05570991;00733;00346;000:22:52:00;000:23:11:00;5700
05571003;00346;00733;000:23:04:00;000:23:22:00;5400
05570996;00733;00346;000:23:12:00;000:23:31:00;5700
05571009;00346;00733;000:23:24:00;000:23:42:00;5400
05571002;00733;00346;000:23:32:00;000:23:51:00;5700
05570990;00346;00733;000:23:44:00;001:00:02:00;5400
05571008;00733;00346;000:23:52:00;001:00:11:00;5700
05570995;00346;00733;001:00:04:00;001:00:22:00;5400
05570989;00733;00346;001:00:12:00;001:00:31:00;5700
05571001;00346;00733;001:00:24:00;001:00:42:00;5400
05571007;00346;00733;001:00:44:00;001:01:02:00;5400
05571000;00733;00346;001:00:52:00;001:01:11:00;5700
05570988;00346;00733;001:01:04:00;001:01:22:00;5400
05767394;00634;00346;000:05:30:00;000:05:42:00;3600
05767327;00634;00486;000:05:50:00;000:06:24:00;10200
05767393;00346;00634;000:05:54:00;000:06:06:00;3600
05767392;00634;00486;000:06:10:00;000:06:44:00;10200
05767349;00486;00634;000:06:15:00;000:06:46:00;9300
05767370;00634;00486;000:06:30:00;000:07:04:00;10200
05767326;00486;00634;000:06:35:00;000:07:06:00;9300
05767348;00634;00486;000:06:50:00;000:07:24:00;10200
05767391;00486;00634;000:06:55:00;000:07:26:00;9300
05767325;00634;00486;000:07:10:00;000:07:44:00;10200
05767369;00486;00634;000:07:15:00;000:07:46:00;9300
05767233;00346;00629;000:07:17:00;000:07:27:00;3000
05767390;00634;00486;000:07:26:00;000:08:04:00;11400
05767221;00346;00253;000:07:33:00;000:07:41:00;2400
05767347;00486;00634;000:07:35:00;000:08:06:00;9300
05767229;00346;00629;000:07:37:00;000:07:47:00;3000
05767368;00634;00486;000:07:50:00;000:08:24:00;10200
05767324;00486;00634;000:07:55:00;000:08:26:00;9300
05767225;00346;00629;000:07:57:00;000:08:07:00;3000
05767346;00634;00486;000:08:10:00;000:08:44:00;10200
05767389;00486;00634;000:08:15:00;000:08:46:00;9300
05767304;00634;00486;000:08:30:00;000:09:04:00;10200
05767367;00486;00634;000:08:35:00;000:09:06:00;9300
05767388;00634;00486;000:08:50:00;000:09:24:00;10200
05767345;00486;00634;000:08:55:00;000:09:26:00;9300
05767366;00634;00486;000:09:10:00;000:09:44:00;10200
05767300;00486;00634;000:09:15:00;000:09:46:00;9300
05767344;00634;00486;000:09:30:00;000:10:04:00;10200
05767387;00486;00634;000:09:35:00;000:10:06:00;9300
05767299;00634;00486;000:09:50:00;000:10:24:00;10200
05767365;00486;00634;000:09:55:00;000:10:26:00;9300
05767386;00634;00486;000:10:10:00;000:10:44:00;10200
05767343;00486;00634;000:10:15:00;000:10:46:00;9300
05767364;00634;00486;000:10:30:00;000:11:04:00;10200
05767298;00486;00634;000:10:35:00;000:11:06:00;9300
05767342;00634;00486;000:10:50:00;000:11:24:00;10200
05767385;00486;00634;000:10:55:00;000:11:26:00;9300
05767297;00634;00486;000:11:10:00;000:11:44:00;10200
05767363;00486;00634;000:11:15:00;000:11:46:00;9300
05767384;00634;00486;000:11:30:00;000:12:04:00;10200
05767341;00486;00634;000:11:35:00;000:12:06:00;9300
05767362;00634;00486;000:11:50:00;000:12:24:00;10200
05767296;00486;00634;000:11:55:00;000:12:26:00;9300
05767340;00634;00486;000:12:10:00;000:12:44:00;10200
05767383;00486;00634;000:12:15:00;000:12:46:00;9300
05767295;00634;00486;000:12:30:00;000:13:04:00;10200
05767361;00486;00634;000:12:35:00;000:13:06:00;9300
05767382;00634;00486;000:12:50:00;000:13:24:00;10200
05767339;00486;00634;000:12:55:00;000:13:26:00;9300
05767360;00634;00486;000:13:10:00;000:13:44:00;10200
05767219;00253;00346;000:13:12:00;000:13:20:00;2400
05767294;00486;00634;000:13:15:00;000:13:46:00;9300
05767338;00634;00486;000:13:30:00;000:14:04:00;10200
05767381;00486;00634;000:13:35:00;000:14:06:00;9300
05767293;00634;00486;000:13:50:00;000:14:24:00;10200
05767359;00486;00634;000:13:55:00;000:14:26:00;9300
05767380;00634;00486;000:14:10:00;000:14:44:00;10200
05767337;00486;00634;000:14:15:00;000:14:46:00;9300
05767358;00634;00486;000:14:30:00;000:15:04:00;10200
05767274;00486;00634;000:14:35:00;000:15:06:00;9300
05767336;00634;00486;000:14:50:00;000:15:24:00;10200
05767379;00486;00634;000:14:55:00;000:15:26:00;9300
05767273;00634;00486;000:15:10:00;000:15:44:00;10200
05767357;00486;00634;000:15:15:00;000:15:46:00;9300
05767378;00634;00486;000:15:30:00;000:16:04:00;10200
05767335;00486;00634;000:15:35:00;000:16:06:00;9300
05767356;00634;00486;000:15:50:00;000:16:24:00;10200
05767272;00486;00634;000:15:55:00;000:16:26:00;9300
05767334;00634;00486;000:16:10:00;000:16:44:00;10200
05767377;00486;00634;000:16:15:00;000:16:46:00;9300
05767271;00634;00486;000:16:30:00;000:17:04:00;10200
05767355;00486;00634;000:16:35:00;000:17:06:00;9300
05767376;00634;00486;000:16:50:00;000:17:24:00;10200
05767333;00486;00634;000:16:55:00;000:17:26:00;9300
05767354;00634;00486;000:17:10:00;000:17:44:00;10200
05767257;00486;00634;000:17:15:00;000:17:46:00;9300
05767332;00634;00486;000:17:30:00;000:18:04:00;10200
05767375;00486;00634;000:17:35:00;000:18:06:00;9300
05767253;00634;00486;000:17:50:00;000:18:24:00;10200
05767353;00486;00634;000:17:55:00;000:18:26:00;9300
05767374;00634;00486;000:18:10:00;000:18:44:00;10200
05767331;00486;00634;000:18:15:00;000:18:46:00;9300
05767352;00634;00486;000:18:30:00;000:19:04:00;10200
05767249;00486;00634;000:18:35:00;000:19:06:00;9300
05767330;00634;00486;000:18:50:00;000:19:24:00;10200
05767373;00486;00634;000:18:55:00;000:19:26:00;9300
05767245;00634;00486;000:19:10:00;000:19:44:00;10200
05767351;00486;00634;000:19:15:00;000:19:46:00;9300
05767372;00634;00486;000:19:30:00;000:20:04:00;10200
05767329;00486;00634;000:19:35:00;000:20:06:00;9300
05767350;00634;00486;000:19:50:00;000:20:24:00;10200
05767241;00486;00634;000:19:55:00;000:20:26:00;9300
05767328;00634;00346;000:20:10:00;000:20:22:00;3600
05767371;00486;00634;000:20:15:00;000:20:46:00;9300
05767237;00634;00346;000:20:30:00;000:20:42:00;3600
05767199;00634;00346;000:20:50:00;000:21:02:00;3600
05767206;00346;00634;000:21:04:00;000:21:16:00;3600
05767195;00634;00346;000:21:20:00;000:21:32:00;3600
05767170;00346;00634;000:21:34:00;000:21:46:00;3600
05767191;00634;00346;000:21:50:00;000:22:02:00;3600
05767213;00346;00634;000:22:04:00;000:22:16:00;3600
05767187;00634;00346;000:22:20:00;000:22:32:00;3600
05767174;00346;00634;000:22:34:00;000:22:46:00;3600
05767183;00634;00346;000:22:50:00;000:23:02:00;3600
05767215;00346;00634;000:23:04:00;000:23:16:00;3600
05767182;00634;00346;000:23:20:00;000:23:32:00;3600
05767178;00346;00634;000:23:34:00;000:23:46:00;3600
06029604;00649;00649;000:05:15:00;000:05:36:00;6300
06029727;00649;00649;000:05:18:00;000:05:39:00;6300
06029525;00649;00649;000:05:35:00;000:05:56:00;6300
06029601;00649;00649;000:05:38:00;000:05:59:00;6300
06029725;00649;00649;000:05:55:00;000:06:16:00;6300
06029524;00649;00649;000:05:58:00;000:06:19:00;6300
06029600;00649;00649;000:06:15:00;000:06:36:00;6300
06029724;00649;00649;000:06:18:00;000:06:39:00;6300
06029523;00649;00649;000:06:25:00;000:06:46:00;6300
06029684;00649;00649;000:06:28:00;000:06:49:00;6300
06029482;00649;00649;000:06:35:00;000:06:56:00;6300
06029599;00649;00649;000:06:38:00;000:06:59:00;6300
06029723;00649;00649;000:06:45:00;000:07:06:00;6300
06029522;00649;00649;000:06:48:00;000:07:09:00;6300
06029681;00649;00649;000:06:55:00;000:07:16:00;6300
06029481;00649;00649;000:06:58:00;000:07:19:00;6300
06029596;00649;00649;000:07:05:00;000:07:26:00;6300
06029722;00649;00649;000:07:08:00;000:07:29:00;6300
06029521;00649;00649;000:07:15:00;000:07:36:00;6300
06029680;00649;00649;000:07:18:00;000:07:39:00;6300
06029480;00649;00649;000:07:25:00;000:07:46:00;6300
06029595;00649;00649;000:07:28:00;000:07:49:00;6300
06029721;00649;00649;000:07:35:00;000:07:56:00;6300
06029316;00886;00542;000:07:36:00;000:07:43:00;2100
06029520;00649;00649;000:07:38:00;000:07:59:00;6300
06029679;00649;00649;000:07:45:00;000:08:06:00;6300
06029479;00649;00649;000:07:48:00;000:08:09:00;6300
06029594;00649;00649;000:07:55:00;000:08:16:00;6300
06029720;00649;00649;000:07:58:00;000:08:19:00;6300
06029519;00649;00649;000:08:05:00;000:08:26:00;6300
06029676;00649;00649;000:08:08:00;000:08:29:00;6300
06029478;00649;00649;000:08:15:00;000:08:36:00;6300
06029591;00649;00649;000:08:18:00;000:08:39:00;6300
06029719;00649;00649;000:08:25:00;000:08:46:00;6300
06029518;00649;00649;000:08:28:00;000:08:49:00;6300
06029675;00649;00649;000:08:35:00;000:08:56:00;6300
06029477;00649;00649;000:08:38:00;000:08:59:00;6300
06029590;00649;00649;000:08:45:00;000:09:06:00;6300
06029718;00649;00649;000:08:48:00;000:09:09:00;6300
06029517;00649;00649;000:08:55:00;000:09:16:00;6300
06029674;00649;00649;000:08:58:00;000:09:19:00;6300
06029476;00649;00649;000:09:05:00;000:09:26:00;6300
06029589;00649;00649;000:09:08:00;000:09:29:00;6300
06029717;00649;00649;000:09:15:00;000:09:36:00;6300
06029516;00649;00649;000:09:18:00;000:09:39:00;6300
06029671;00649;00649;000:09:25:00;000:09:46:00;6300
06029475;00649;00649;000:09:28:00;000:09:49:00;6300
06029586;00649;00649;000:09:35:00;000:09:56:00;6300
06029716;00649;00649;000:09:38:00;000:09:59:00;6300
06029515;00649;00649;000:09:45:00;000:10:06:00;6300
06029670;00649;00649;000:09:48:00;000:10:09:00;6300
06029474;00649;00649;000:09:55:00;000:10:16:00;6300
06029585;00649;00649;000:09:58:00;000:10:19:00;6300
06029715;00649;00649;000:10:05:00;000:10:26:00;6300
06029514;00649;00649;000:10:08:00;000:10:29:00;6300
06029669;00649;00649;000:10:15:00;000:10:36:00;6300
06029473;00649;00649;000:10:18:00;000:10:39:00;6300
06029584;00649;00649;000:10:25:00;000:10:46:00;6300
06029714;00649;00649;000:10:28:00;000:10:49:00;6300
06029513;00649;00649;000:10:35:00;000:10:56:00;6300
06029666;00649;00649;000:10:38:00;000:10:59:00;6300
06029472;00649;00649;000:10:45:00;000:11:06:00;6300
06029581;00649;00649;000:10:48:00;000:11:09:00;6300
06029713;00649;00649;000:10:55:00;000:11:16:00;6300
06029512;00649;00649;000:10:58:00;000:11:19:00;6300
06029665;00649;00649;000:11:05:00;000:11:26:00;6300
06029471;00649;00649;000:11:08:00;000:11:29:00;6300
06029576;00649;00649;000:11:15:00;000:11:36:00;6300
06029712;00649;00649;000:11:18:00;000:11:39:00;6300
06029511;00649;00649;000:11:25:00;000:11:46:00;6300
06029664;00649;00649;000:11:28:00;000:11:49:00;6300
06029470;00649;00649;000:11:35:00;000:11:56:00;6300
06029571;00649;00649;000:11:38:00;000:11:59:00;6300
06029711;00649;00649;000:11:45:00;000:12:06:00;6300
06029510;00649;00649;000:11:48:00;000:12:09:00;6300
06029661;00649;00649;000:11:55:00;000:12:16:00;6300
06029467;00649;00649;000:11:58:00;000:12:19:00;6300
06029566;00649;00649;000:12:05:00;000:12:26:00;6300
06029710;00649;00649;000:12:08:00;000:12:29:00;6300
06029509;00649;00649;000:12:15:00;000:12:36:00;6300
06029660;00649;00649;000:12:18:00;000:12:39:00;6300
06029466;00649;00649;000:12:25:00;000:12:46:00;6300
06029561;00649;00649;000:12:28:00;000:12:49:00;6300
06029709;00649;00649;000:12:35:00;000:12:56:00;6300
06029508;00649;00649;000:12:38:00;000:12:59:00;6300
06029659;00649;00649;000:12:45:00;000:13:06:00;6300
06029465;00649;00649;000:12:48:00;000:13:09:00;6300
06029556;00649;00649;000:12:55:00;000:13:16:00;6300
06029708;00649;00649;000:12:58:00;000:13:19:00;6300
06029315;00649;00886;000:13:02:00;000:13:06:00;1200
06029507;00649;00649;000:13:05:00;000:13:26:00;6300
06029656;00649;00649;000:13:08:00;000:13:29:00;6300
06029464;00649;00649;000:13:15:00;000:13:36:00;6300
06029551;00649;00649;000:13:18:00;000:13:39:00;6300
06029707;00649;00649;000:13:25:00;000:13:46:00;6300
06029506;00649;00649;000:13:28:00;000:13:49:00;6300
06029314;00886;00649;000:13:29:00;000:13:33:00;1200
06029655;00649;00649;000:13:35:00;000:13:56:00;6300
06029463;00649;00649;000:13:38:00;000:13:59:00;6300
06029550;00649;00649;000:13:45:00;000:14:06:00;6300
06029706;00649;00649;000:13:48:00;000:14:09:00;6300
06029505;00649;00649;000:13:55:00;000:14:16:00;6300
06029654;00649;00649;000:13:58:00;000:14:19:00;6300
06029462;00649;00649;000:14:05:00;000:14:26:00;6300
06029549;00649;00649;000:14:08:00;000:14:29:00;6300
06029705;00649;00649;000:14:15:00;000:14:36:00;6300
06029497;00649;00649;000:14:18:00;000:14:39:00;6300
06029651;00649;00649;000:14:25:00;000:14:46:00;6300
06029461;00649;00649;000:14:28:00;000:14:49:00;6300
06029546;00649;00649;000:14:35:00;000:14:56:00;6300
06029704;00649;00649;000:14:38:00;000:14:59:00;6300
06029496;00649;00649;000:14:45:00;000:15:06:00;6300
06029650;00649;00649;000:14:48:00;000:15:09:00;6300
06029460;00649;00649;000:14:55:00;000:15:16:00;6300
06029545;00649;00649;000:14:58:00;000:15:19:00;6300
06029703;00649;00649;000:15:05:00;000:15:26:00;6300
06029495;00649;00649;000:15:08:00;000:15:29:00;6300
06029649;00649;00649;000:15:15:00;000:15:36:00;6300
06029459;00649;00649;000:15:18:00;000:15:39:00;6300
06029544;00649;00649;000:15:25:00;000:15:46:00;6300
06029702;00649;00649;000:15:28:00;000:15:49:00;6300
06029494;00649;00649;000:15:35:00;000:15:56:00;6300
06029646;00649;00649;000:15:38:00;000:15:59:00;6300
06029458;00649;00649;000:15:45:00;000:16:06:00;6300
06029541;00649;00649;000:15:48:00;000:16:09:00;6300
06029701;00649;00649;000:15:55:00;000:16:16:00;6300
06029493;00649;00649;000:15:58:00;000:16:19:00;6300
06029645;00649;00649;000:16:05:00;000:16:26:00;6300
10748116;00753;01184;000:10:00:00;000:10:15:00;4500
10747976;01184;00753;000:10:02:00;000:10:16:00;4200
10747975;00753;01184;000:10:20:00;000:10:35:00;4500
10748115;01184;00753;000:10:22:00;000:10:36:00;4200
10748114;00753;01184;000:10:40:00;000:10:55:00;4500
10747974;01184;00753;000:10:42:00;000:10:56:00;4200
10747973;00753;01184;000:11:00:00;000:11:15:00;4500
10748113;01184;00753;000:11:02:00;000:11:16:00;4200
10748112;00753;01184;000:11:20:00;000:11:35:00;4500
10747972;01184;00753;000:11:22:00;000:11:36:00;4200
10747971;00753;01184;000:11:40:00;000:11:55:00;4500
10748111;01184;00753;000:11:42:00;000:11:56:00;4200
10748110;00753;01184;000:12:00:00;000:12:15:00;4500
10747970;01184;00753;000:12:02:00;000:12:16:00;4200
10747969;00753;01184;000:12:20:00;000:12:35:00;4500
10748109;01184;00753;000:12:22:00;000:12:36:00;4200
10748108;00753;01184;000:12:40:00;000:12:55:00;4500
10747968;01184;00753;000:12:42:00;000:12:56:00;4200
10747967;00753;01184;000:13:00:00;000:13:15:00;4500
10748107;01184;00753;000:13:02:00;000:13:16:00;4200
10748205;00753;00488;000:13:10:00;000:13:18:00;2400
10748204;00488;00753;000:13:19:00;000:13:26:00;2100
10748106;00753;01184;000:13:20:00;000:13:35:00;4500
10747966;01184;00753;000:13:22:00;000:13:36:00;4200
10748203;00753;00488;000:13:30:00;000:13:38:00;2400
10748202;00488;00753;000:13:39:00;000:13:46:00;2100
10747965;00753;01184;000:13:40:00;000:13:55:00;4500
10748105;01184;00753;000:13:42:00;000:13:56:00;4200
10748201;00753;00488;000:13:50:00;000:13:58:00;2400
10748200;00488;00753;000:13:59:00;000:14:06:00;2100
10748104;00753;01184;000:14:00:00;000:14:15:00;4500
10747964;01184;00753;000:14:02:00;000:14:16:00;4200
10748199;00753;00488;000:14:10:00;000:14:18:00;2400
10748198;00488;00753;000:14:19:00;000:14:26:00;2100
10747963;00753;01184;000:14:20:00;000:14:35:00;4500
10748103;01184;00753;000:14:22:00;000:14:36:00;4200
10748197;00753;00488;000:14:30:00;000:14:38:00;2400
10748196;00488;00753;000:14:39:00;000:14:46:00;2100
10748102;00753;01184;000:14:40:00;000:14:55:00;4500
10747962;01184;00753;000:14:42:00;000:14:56:00;4200
10748195;00753;00488;000:14:50:00;000:14:58:00;2400
10748194;00488;00753;000:14:59:00;000:15:06:00;2100
10747961;00753;01184;000:15:00:00;000:15:15:00;4500
10748101;01184;00753;000:15:02:00;000:15:16:00;4200
10748193;00753;00488;000:15:10:00;000:15:18:00;2400
10748192;00488;00753;000:15:19:00;000:15:26:00;2100
10748100;00753;01184;000:15:20:00;000:15:35:00;4500
10747960;01184;00753;000:15:22:00;000:15:36:00;4200
10748191;00753;00488;000:15:30:00;000:15:38:00;2400
10748190;00488;00753;000:15:39:00;000:15:46:00;2100
10747959;00753;01184;000:15:40:00;000:15:55:00;4500
10748099;01184;00753;000:15:42:00;000:15:56:00;4200
10748189;00753;00488;000:15:50:00;000:15:58:00;2400
10748188;00488;00753;000:15:59:00;000:16:06:00;2100
10748098;00753;01184;000:16:00:00;000:16:15:00;4500
10747958;01184;00753;000:16:02:00;000:16:16:00;4200
10748187;00753;00488;000:16:10:00;000:16:18:00;2400
10748186;00488;00753;000:16:19:00;000:16:26:00;2100
10747957;00753;01184;000:16:20:00;000:16:35:00;4500
10748097;01184;00753;000:16:22:00;000:16:36:00;4200
10748185;00753;00488;000:16:30:00;000:16:38:00;2400
10748184;00488;00753;000:16:39:00;000:16:46:00;2100
10748096;00753;01184;000:16:40:00;000:16:55:00;4500
10747956;01184;00753;000:16:42:00;000:16:56:00;4200
10748183;00753;00488;000:16:50:00;000:16:58:00;2400
10748182;00488;00753;000:16:59:00;000:17:06:00;2100
10747955;00753;01184;000:17:00:00;000:17:15:00;4500
10748095;01184;00753;000:17:02:00;000:17:16:00;4200
10748181;00753;00488;000:17:10:00;000:17:18:00;2400
10748180;00488;00753;000:17:19:00;000:17:26:00;2100
10748094;00753;01184;000:17:20:00;000:17:35:00;4500
$DEADRUNTIME:FromStopID;ToStopID;Distance;RunTime
00004;00103;9800;1500
00004;00116;3400;960
00004;00144;4000;900
00004;00151;4500;840
00004;00165;8600;2400
00004;00209;4600;600
00004;00248;5600;720
00004;00253;3300;840
00004;00266;7700;2100
00004;00272;4400;600
00004;00288;3900;900
00004;00346;3700;660
00004;00379;5400;1080
00004;00426;13000;2400
00004;00486;5500;660
00004;00491;10100;2760
00004;00494;6100;1080
00004;00542;5100;720
00004;00552;2750;600
00004;00560;3600;780
00004;00566;8600;1500
00004;00582;5600;1140
00004;00596;9000;1500
00004;00605;5900;720
00004;00619;12000;1800
00004;00628;14000;2220
00004;00629;5400;1020
00004;00634;8100;1440
00004;00637;9600;1800
00004;00649;6200;1140
00004;00655;7600;1920
00004;00672;4100;960
00004;00717;6200;1500
00004;00733;7400;1260
00004;00753;9900;2100
00004;00764;5400;1200
00004;00767;5100;1200
00004;00813;2200;480
00004;00851;6300;1320
00004;00861;8300;1440
00004;00885;10900;1560
00004;00935;3700;840
00004;00980;6600;1680
00004;00989;3500;780
00004;00995;5500;840
00004;01014;5200;1200
00004;01099;1600;360
00004;01184;12200;1920
00004;01222;6400;1080
00004;01234;1500;480
00004;01284;15300;1800
00004;01341;11400;1380
00004;01357;2900;480
00004;01388;15400;1860
00004;01631;10500;1320
00004;01862;8800;1080
00004;01872;3300;480
00103;00004;9000;1440
00107;00767;6720;840
00116;00004;3400;840
00116;00717;3100;420
00144;00004;4500;960
00144;00813;4104;480
00151;00004;4500;840
00151;01104;1440;180
00151;01123;960;120
00165;00004;7200;2520
00209;00004;4600;600
00248;00004;5600;720
00253;00004;3300;840
00266;00004;9400;2100
00272;00004;4400;600
00288;00004;3300;840
00288;00426;3100;360
00346;00004;3700;780
00346;00629;3040;480
00346;00649;3733;360
00379;00004;5400;1080
00426;00004;13000;2040
00426;00288;3100;360
00426;00861;6000;720
00426;01284;4900;960
00426;01341;2400;420
00426;01388;5200;600
00486;00004;5500;660
00486;00629;2600;420
00488;00753;3360;420
00491;00004;8600;2280
00491;00753;6541;660
00494;00004;5300;1140
00542;00004;5100;720
00542;00649;2767;480
00552;00004;2750;600
00560;00004;3600;780
00566;00004;7600;1440
00566;01051;1920;240
00582;00004;5600;1140
00582;00672;2600;300
00596;00004;9000;1440
00596;00717;2200;300
00596;00753;2000;300
00605;00004;5900;720
00619;00004;12000;1800
00628;00004;13200;2220
00629;00004;4600;1020
00629;00346;3040;480
00629;00486;2600;420
00629;00649;4000;480
00629;00935;5000;600
00634;00004;8100;1440
00637;00004;9600;1800
00649;00004;6200;1380
00649;00346;3733;360
00649;00542;2767;480
00649;00629;4000;480
00649;00733;1300;240
00649;00886;1920;240
00655;00004;7200;1620
00672;00004;2700;900
00672;00582;2600;300
00672;00717;6100;840
00672;00995;3800;480
00672;01222;3584;660
00717;00004;6100;1440
00717;00116;3100;420
00717;00596;2200;300
00717;00672;6100;840
00717;00753;4200;600
00733;00004;7400;1380
00733;00649;1300;240
00753;00004;8900;1800
00753;00488;3840;480
00753;00491;6541;660
00753;00596;2000;300
00753;00717;4200;600
00764;00004;5400;1140
00764;00767;99;60
00764;00813;3900;600
00767;00004;5400;1140
00767;00107;6720;840
00767;00764;99;60
00767;01234;6800;780
00813;00004;2200;660
00813;00144;4104;480
00813;00764;3900;600
00851;00004;6300;1140
00861;00004;8700;1560
00861;00426;6000;720
00885;00004;10900;1560
00886;00649;1920;240
00935;00004;2000;480
00935;00629;5000;600
00980;00004;4900;1560
00989;00004;3500;840
00995;00004;5500;840
00995;00672;3800;480
01014;00004;5200;1140
01051;00566;1920;240
01086;01123;960;120
01099;00004;1600;480
01104;00151;1920;240
01123;00151;1440;180
01123;01086;1440;180
01184;00004;12200;1920
01222;00004;5400;1140
01222;00672;3584;660
01234;00004;1500;480
01234;00767;6800;780
01284;00004;9400;1560
01284;00426;4900;960
01341;00004;10400;1260
01341;00426;2400;420
01357;00004;2800;600
01388;00004;14600;1800
01388;00426;5200;600
01631;00004;10500;1320
01862;00004;8800;1080
01872;00004;3300;480
01099;01099;0;0
01099;01222;5483;942
01099;00491;5483;942
01099;00717;5483;942
01099;00582;5483;942
01099;00619;5483;942
01099;00861;5483;942
01099;00552;5483;942
